AI0,AI2,AO0
-0.0028872,0.4875132,0.0
-0.003471,0.4899786,0.0
-0.0026926,0.4939366,0.0
-0.0038606,0.492639,0.0
-0.0030816,0.4848528,0.0
-0.003536,0.4781044,0.0
-0.0039254,0.4724598,0.0
-0.0028872,0.4733682,0.0
-0.0037954,0.4778452,0.0
-0.0023032,0.4800512,0.0
-0.0017192,0.4759634,0.0
-0.0043144,0.4654522,0.0
-0.0026276,0.4591582,0.0
-0.0037308,0.4571468,0.0
-0.0031466,0.45825,0.0
-0.0027574,0.4638948,0.0
-0.0055472,0.4656468,0.0
-0.0032116,0.4614942,0.0
-0.0032764,0.4503338,0.0
-0.0042496,0.4431964,0.0
-0.0019788,0.4444294,0.0
-0.0037956,0.4483226,0.0
-0.0024978,0.4522158,0.0
-0.0015896,0.451502,0.0
-0.0036008,0.4424178,0.0
-0.0027574,0.4352158,0.0
-0.0045092,0.4302196,0.0
-0.0035358,0.430544,0.0
-0.0037956,0.439109,0.0
-0.0040548,0.4407958,0.0
-0.0021084,0.437876,0.0
-0.004574,0.428403,0.0
-0.002303,0.4215252,0.0
-0.0027574,0.4182808,0.0
-0.0040552,0.4201624,0.0
-0.001719,0.4253532,0.0
-0.003017,0.4294408,0.0
-0.0037306,0.423212,0.0
-0.003471,0.4168532,0.0
-0.0051578,0.4098458,0.0
-0.002433,0.4097808,0.0
-0.003406,0.413609,0.0
-0.0037954,0.415945,0.0
-0.0022384,0.4175668,0.0
-0.0037308,0.4078344,0.0
-0.002887,0.3992044,0.0
-0.0032114,0.3957008,0.0
-0.0039902,0.3984908,0.0
-0.0024328,0.4056932,0.0
-0.0041848,0.4072504,0.0
-0.0039902,0.4044602,0.0
-0.0037956,0.3962846,0.0
-0.0039902,0.387006,0.0
-0.0021734,0.385579,0.0
-0.0034712,0.3907698,0.0
-0.0028222,0.3969984,0.0
-0.0019786,0.3977772,0.0
-0.0043794,0.3903804,0.0
-0.0034712,0.3836322,0.0
-0.004055,0.3772086,0.0
-0.0042498,0.3752624,0.0
-0.0022384,0.3827888,0.0
-0.0043794,0.385968,0.0
-0.0022382,0.3856436,0.0
-0.0035362,0.3788954,0.0
-0.0030816,0.3707202,0.0
-0.0019138,0.3660482,0.0
-0.0037958,0.3670864,0.0
-0.0027572,0.372537,0.0
-0.0036008,0.378117,0.0
-0.0050284,0.3750026,0.0
-0.0027572,0.3704608,0.0
-0.00412,0.3605334,0.0
-0.0032114,0.3598196,0.0
-0.0015248,0.363583,0.0
-0.0036658,0.364102,0.0
-0.0026274,0.366892,0.0
-0.0037308,0.3644262,0.0
-0.0030818,0.3567048,0.0
-0.002887,0.3515142,0.0
-0.0049636,0.3483348,0.0
-0.002433,0.3561858,0.0
-0.0032116,0.3599494,0.0
-0.0031466,0.3568348,0.0
-0.0027576,0.3537204,0.0
-0.0041848,0.3440524,0.0
-0.0021084,0.3376936,0.0
-0.0027574,0.3412624,0.0
-0.0039252,0.3476858,0.0
-0.0030816,0.3536554,0.0
-0.0048334,0.3496976,0.0
-0.0027572,0.3411326,0.0
-0.0031466,0.3338006,0.0
-0.0037306,0.3298428,0.0
-0.0019138,0.3359418,0.0
-0.003601,0.341976,0.0
-0.002952,0.3446366,0.0
-0.002498,0.3427548,0.0
-0.0047038,0.3301022,0.0
-0.002952,0.3237434,0.0
-0.0037956,0.3232242,0.0
-0.0035358,0.3277664,0.0
-0.0025626,0.3362014,0.0
-0.0039254,0.3347088,0.0
-0.0019786,0.329583,0.0
-0.0028222,0.32277,0.0
-0.0032118,0.3148544,0.0
-0.0029522,0.3193314,0.0
-0.0043796,0.3247168,0.0
-0.003471,0.3286748,0.0
-0.0038602,0.3281558,0.0
-0.0041198,0.3193314,0.0
-0.0017842,0.3130376,0.0
-0.0036656,0.307003,0.0
-0.0020436,0.3101826,0.0
-0.0032114,0.3164114,0.0
-0.0042496,0.3205642,0.0
-0.0025628,0.3209532,0.0
-0.0043144,0.3114804,0.0
-0.0032116,0.3040184,0.0
-0.0028222,0.3036292,0.0
-0.0039902,0.3069382,0.0
-0.0019138,0.3147244,0.0
-0.0036658,0.3135566,0.0
-0.0039252,0.307717,0.0
-0.0021084,0.305316,0.0
-0.0047684,0.2961024,0.0
-0.0036008,0.3000606,0.0
-0.0043794,0.306484,0.0
-0.003536,0.3084304,0.0
-0.0021734,0.3090146,0.0
-0.003406,0.2997364,0.0
-0.0025628,0.2909118,0.0
-0.0036658,0.2887056,0.0
-0.0032114,0.2922094,0.0
-0.0027574,0.3017474,0.0
-0.0048334,0.3041482,0.0
-0.003471,0.3005796,0.0
-0.0034712,0.2943504,0.0
-0.0031464,0.2855264,0.0
-0.002238,0.285656,0.0
-0.0036656,0.2877972,0.0
-0.0025626,0.2946752,0.0
-0.0021734,0.2983734,0.0
-0.0048984,0.2914958,0.0
-0.0030818,0.2870188,0.0
-0.004704,0.2825416,0.0
-0.003471,0.2818928,0.0
-0.0024978,0.2894846,0.0
-0.0038606,0.2905222,0.0
-0.0028224,0.2907172,0.0
-0.0030816,0.2846178,0.0
-0.003406,0.2767668,0.0
-0.0030818,0.2787134,0.0
-0.0047686,0.2804004,0.0
-0.0034062,0.2870188,0.0
-0.0028874,0.290263,0.0
-0.0040552,0.2837096,0.0
-0.0019788,0.2782592,0.0
-0.0041848,0.2689806,0.0
-0.0024978,0.271057,0.0
-0.0019786,0.2789732,0.0
-0.0043796,0.2820874,0.0
-0.0032114,0.285202,0.0
-0.005093,0.2791028,0.0
-0.0030172,0.268786,0.0
-0.0030818,0.267164,0.0
-0.0038602,0.2668394,0.0
-0.0017842,0.2761178,0.0
-0.0033414,0.278973,0.0
-0.0031466,0.277221,0.0
-0.0034062,0.2730684,0.0
-0.005223,0.2650228,0.0
-0.0025626,0.2632708,0.0
-0.0033412,0.2669046,0.0
-0.003601,0.2720302,0.0
-0.0024978,0.2774158,0.0
-0.0041848,0.2706676,0.0
-0.002368,0.2639844,0.0
-0.0034714,0.2598318,0.0
-0.00412,0.2597022,0.0
-0.002887,0.2680724,0.0
-0.0050282,0.2723548,0.0
-0.0027576,0.2737172,0.0
-0.0033416,0.268786,0.0
-0.0034062,0.2567174,0.0
-0.0021734,0.2558092,0.0
-0.0032116,0.255874,0.0
-0.002822,0.2644388,0.0
-0.0036656,0.270538,0.0
-0.0047038,0.2668392,0.0
-0.0024978,0.2617784,0.0
-0.0034712,0.253019,0.0
-0.0028872,0.2504884,0.0
-0.0024978,0.255809,0.0
-0.0037954,0.2615192,0.0
-0.0021734,0.2686564,0.0
-0.00399,0.2620378,0.0
-0.0041848,0.2556144,0.0
-0.003601,0.2523054,0.0
-0.0043144,0.248542,0.0
-0.0029522,0.256328,0.0
-0.0035358,0.2622326,0.0
-0.0026276,0.2624924,0.0
-0.0017192,0.258664,0.0
-0.00412,0.2472442,0.0
-0.0030818,0.2462062,0.0
-0.0045094,0.2486718,0.0
-0.0044444,0.2547058,0.0
-0.0023032,0.262038,0.0
-0.0037306,0.2585992,0.0
-0.0022384,0.251851,0.0
-0.0030168,0.2441298,0.0
-0.0035358,0.2406258,0.0
-0.0026924,0.2469196,0.0
-0.0048336,0.2541222,0.0
-0.003536,0.260481,0.0
-0.0026276,0.2559386,0.0
-0.0043146,0.2459464,0.0
-0.002433,0.241145,0.0
-0.003471,0.2393932,0.0
-0.0030818,0.2456868,0.0
-0.001784,0.2526946,0.0
-0.0041846,0.253538,0.0
-0.0037954,0.2509426,0.0
-0.004574,0.2418586,0.0
-0.0037306,0.2385494,0.0
-0.0027576,0.2423778,0.0
-0.0036008,0.2489312,0.0
-0.0023682,0.2537326,0.0
-0.0015894,0.2508778,0.0
-0.004055,0.2407556,0.0
-0.0043148,0.2385496,0.0
-0.0050282,0.2395876,0.0
-0.0025626,0.2459466,0.0
-0.0026278,0.2527596,0.0
-0.0029518,0.250878,0.0
-0.0025628,0.2414044,0.0
-0.003406,0.2344618,0.0
-0.003471,0.2347862,0.0
-0.003406,0.242443,0.0
-0.0047688,0.2493856,0.0
-0.0022382,0.2543168,0.0
-0.0031466,0.248412,0.0
-0.0031468,0.2387442,0.0
-0.0027574,0.2320614,0.0
-0.0045742,0.2311528,0.0
-0.0019138,0.238874,0.0
-0.0028222,0.2465304,0.0
-0.0044444,0.2488012,0.0
-0.0028224,0.2476336,0.0
-0.0037308,0.2380954,0.0
-0.0032116,0.2312178,0.0
-0.0033414,0.231023,0.0
-0.0037956,0.2353702,0.0
-0.0021734,0.2438052,0.0
-0.0034062,0.24958,0.0
-0.0035362,0.2436108,0.0
-0.0037304,0.2369922,0.0
-0.0047038,0.2266756,0.0
-0.0026278,0.2279082,0.0
-0.0042496,0.2359542,0.0
-0.002952,0.2441296,0.0
-0.00133,0.2488014,0.0
-0.0034062,0.241275,0.0
-0.0026274,0.2314122,0.0
-0.0046392,0.226935,0.0
-0.0045742,0.227584,0.0
-0.0026278,0.2390038,0.0
-0.0039902,0.2449084,0.0
-0.0023678,0.2454274,0.0
-0.001849,0.2385496,0.0
-0.0034062,0.2279732,0.0
-0.0026278,0.227584,0.0
-0.0044444,0.230569,0.0
-0.004055,0.2378358,0.0
-0.002368,0.2445838,0.0
-0.0043796,0.2393932,0.0
-0.0025626,0.2344618,0.0
-0.0028872,0.2283626,0.0
-0.0027572,0.225443,0.0
-0.0027572,0.2334236,0.0
-0.0048336,0.2370574,0.0
-0.0033412,0.2414696,0.0
-0.0026276,0.2382254,0.0
-0.00412,0.229271,0.0
-0.0021734,0.226546,0.0
-0.003471,0.2252482,0.0
-0.0028224,0.2330994,0.0
-0.0024978,0.2397174,0.0
-0.0044442,0.2390688,0.0
-0.0032116,0.2358894,0.0
-0.0049634,0.2285572,0.0
-0.003082,0.2237558,0.0
-0.0028222,0.2288818,0.0
-0.00399,0.2329046,0.0
-0.0021732,0.2382902,0.0
-0.0028222,0.238355,0.0
-0.0033414,0.2314124,0.0
-0.003082,0.2280384,0.0
-0.0052876,0.225897,0.0
-0.0026276,0.2313472,0.0
-0.0038604,0.2369922,0.0
-0.0037306,0.2366032,0.0
-0.0022382,0.2353702,0.0
-0.0032764,0.2286222,0.0
-0.0028224,0.2238208,0.0
-0.0037308,0.2271948,0.0
-0.004639,0.2324504,0.0
-0.0028872,0.2404962,0.0
-0.004055,0.236084,0.0
-0.0026924,0.2292712,0.0
-0.002368,0.2265458,0.0
-0.0034708,0.2222636,0.0
-0.0023032,0.2290764,0.0
-0.0037956,0.2358244,0.0
-0.0041198,0.2373166,0.0
-0.003082,0.2365384,0.0
-0.0043146,0.2260914,0.0
-0.002822,0.2218094,0.0
-0.003082,0.223561,0.0
-0.002952,0.2282328,0.0
-0.0021734,0.236538,0.0
-0.0044442,0.2369924,0.0
-0.0037306,0.2342024,0.0
-0.0027574,0.2270652,0.0
-0.0048338,0.2204468,0.0
-0.0027574,0.2257022,0.0
-0.0032116,0.2317368,0.0
-0.002887,0.2362138,0.0
-0.0024978,0.2364084,0.0
-0.0045742,0.2278438,0.0
-0.0031466,0.2240802,0.0
-0.0033414,0.2227178,0.0
-0.004639,0.2273244,0.0
-0.0021736,0.2377062,0.0
-0.0039902,0.23816,0.0
-0.0023682,0.2356948,0.0
-0.0022382,0.226416,0.0
-0.0038604,0.2203818,0.0
-0.0028222,0.2247294,0.0
-0.0046388,0.2314774,0.0
-0.003471,0.2371222,0.0
-0.003082,0.239523,0.0
-0.0039252,0.2332294,0.0
-0.001654,0.2257672,0.0
-0.0037308,0.2196682,0.0
-0.0028222,0.2241452,0.0
-0.0029522,0.233748,0.0
-0.0052228,0.2388088,0.0
-0.0033414,0.2394582,0.0
-0.003471,0.2323856,0.0
-0.0035358,0.2246644,0.0
-0.0022384,0.2239504,0.0
-0.0044442,0.227519,0.0
-0.001719,0.2362786,0.0
-0.0030168,0.239458,0.0
-0.0043794,0.2364732,0.0
-0.002952,0.2303742,0.0
-0.004055,0.2230422,0.0
-0.0030818,0.2238206,0.0
-0.0031466,0.231023,0.0
-0.003536,0.2360842,0.0
-0.0019788,0.239328,0.0
-0.0031468,0.2347216,0.0
-0.0032116,0.227519,0.0
-0.0035358,0.2252482,0.0
-0.0049632,0.2255724,0.0
-0.0028224,0.2351106,0.0
-0.0037306,0.2409502,0.0
-0.0026274,0.2402364,0.0
-0.001719,0.2340726,0.0
-0.0037956,0.2245342,0.0
-0.0026278,0.2233664,0.0
-0.0041198,0.2279734,0.0
-0.004574,0.2351106,0.0
-0.0028872,0.2415992,0.0
-0.0043148,0.237771,0.0
-0.0021084,0.2323208,0.0
-0.0024978,0.2252482,0.0
-0.0033414,0.22421,0.0
-0.002368,0.232191,0.0
-0.0043146,0.237706,0.0
-0.0039902,0.2404964,0.0
-0.0030168,0.237187,0.0
-0.0041202,0.2280382,0.0
-0.0028872,0.2257022,0.0
-0.0034708,0.2273246,0.0
-0.0024978,0.2330994,0.0
-0.0024332,0.239069,0.0
-0.0041198,0.2393282,0.0
-0.0032116,0.235565,0.0
-0.0044446,0.229985,0.0
-0.0038604,0.2258324,0.0
-0.0027574,0.2318666,0.0
-0.0037306,0.2379008,0.0
-0.0020438,0.2412748,0.0
-0.0026276,0.237836,0.0
-0.0033414,0.2303742,0.0
-0.002822,0.2253132,0.0
-0.0054174,0.225443,0.0
-0.0032764,0.232191,0.0
-0.0026274,0.2391334,0.0
-0.004055,0.239977,0.0
-0.001849,0.237122,0.0
-0.0039254,0.228103,0.0
-0.0028872,0.2238856,0.0
-0.0026926,0.2295954,0.0
-0.0047688,0.2364732,0.0
-0.0031466,0.241664,0.0
-0.0037954,0.2421834,0.0
-0.0036656,0.2355648,0.0
-0.0019138,0.2296606,0.0
-0.0043146,0.2250536,0.0
-0.0020436,0.2289466,0.0
-0.0032764,0.237836,0.0
-0.0043146,0.2419886,0.0
-0.0032114,0.241794,0.0
-0.0039902,0.2326452,0.0
-0.0026276,0.2279086,0.0
-0.0028872,0.2275192,0.0
-0.003536,0.2329048,0.0
-0.0021086,0.2410804,0.0
-0.003471,0.242248,0.0
-0.002952,0.2382902,0.0
-0.0036008,0.2332942,0.0
-0.0052228,0.2275192,0.0
-0.0022384,0.231542,0.0
-0.0042498,0.237317,0.0
-0.002887,0.2427026,0.0
-0.0017192,0.2443244,0.0
-0.0036656,0.2358896,0.0
-0.002563,0.2311528,0.0
-0.0044446,0.22992,0.0
-0.0039252,0.2346566,0.0
-0.0030818,0.2427672,0.0
-0.0040552,0.2442596,0.0
-0.002368,0.244065,0.0
-0.0021734,0.2369276,0.0
-0.0039902,0.2281032,0.0
-0.0024978,0.231607,0.0
-0.0037308,0.2380954,0.0
-0.0037956,0.2447786,0.0
-0.0031468,0.2476336,0.0
-0.0043148,0.242832,0.0
-0.001914,0.2358244,0.0
-0.0030168,0.2315422,0.0
-0.0030816,0.2323856,0.0
-0.0027572,0.2391984,0.0
-0.004055,0.2447784,0.0
-0.0028222,0.24679,0.0
-0.0036008,0.2418588,0.0
-0.0047686,0.2355648,0.0
-0.0025626,0.2343972,0.0
-0.0041198,0.2377062,0.0
-0.0021736,0.2434158,0.0
-0.0028872,0.2488014,0.0
-0.0036008,0.2466602,0.0
-0.0019786,0.2397176,0.0
-0.0047038,0.2358246,0.0
-0.0037308,0.236798,0.0
-0.0030818,0.243481,0.0
-0.0048336,0.2482174,0.0
-0.0019786,0.2518512,0.0
-0.0026274,0.2473092,0.0
-0.0035358,0.238225,0.0
-0.002303,0.2371222,0.0
-0.0044444,0.238874,0.0
-0.0036008,0.2462058,0.0
-0.0039252,0.2545112,0.0
-0.0037954,0.2516564,0.0
-0.0025628,0.2469196,0.0
-0.0032114,0.2408854,0.0
-0.0028222,0.2369274,0.0
-0.0032764,0.241729,0.0
-0.0042498,0.2490608,0.0
-0.0030818,0.2556142,0.0
-0.004509,0.2539922,0.0
-0.0030818,0.2452328,0.0
-0.0028222,0.2406912,0.0
-0.0034714,0.2385496,0.0
-0.0024978,0.2438052,0.0
-0.0037306,0.2514616,0.0
-0.003471,0.2538626,0.0
-0.0022382,0.2534734,0.0
-0.0048334,0.2470494,0.0
-0.0036008,0.241145,0.0
-0.003082,0.2432216,0.0
-0.0037306,0.2482174,0.0
-0.002433,0.2556794,0.0
-0.0033414,0.25529,0.0
-0.0026276,0.2495152,0.0
-0.0021736,0.245752,0.0
-0.0046388,0.2401718,0.0
-0.0037954,0.2456222,0.0
-0.0039254,0.2534732,0.0
-0.0033414,0.2560686,0.0
-0.002433,0.2556144,0.0
-0.0034062,0.2466604,0.0
-0.0024978,0.2410802,0.0
-0.003601,0.2428322,0.0
-0.003536,0.2482824,0.0
-0.0037956,0.2571716,0.0
-0.0050282,0.2584044,0.0
-0.0024978,0.2531488,0.0
-0.0028222,0.246141,0.0
-0.0032762,0.2413398,0.0
-0.0024978,0.2442594,0.0
-0.0040548,0.2504884,0.0
-0.0028222,0.2578852,0.0
-0.0029522,0.2597022,0.0
-0.0047686,0.2503586,0.0
-0.0026926,0.24679,0.0
-0.0037954,0.2432862,0.0
-0.0026924,0.2478932,0.0
-0.0025628,0.256523,0.0
-0.0039902,0.258145,0.0
-0.002368,0.2578206,0.0
-0.0032762,0.250618,0.0
-0.0046388,0.2438052,0.0
-0.0036656,0.247439,0.0
-0.0041848,0.2502288,0.0
-0.003082,0.2581448,0.0
-0.0030818,0.2622976,0.0
-0.0036006,0.2537976,0.0
-0.0017842,0.2482176,0.0
-0.004055,0.2437406,0.0
-0.003536,0.2466602,0.0
-0.0039254,0.2558092,0.0
-0.0044442,0.2609348,0.0
-0.0023682,0.2637898,0.0
-0.0032766,0.2549008,0.0
-0.0027572,0.2476332,0.0
-0.0023032,0.2460762,0.0
-0.0036658,0.2471144,0.0
-0.0028874,0.2581448,0.0
-0.0048336,0.265477,0.0
-0.0039252,0.2655416,0.0
-0.0021086,0.2585346,0.0
-0.0041198,0.2452974,0.0
-0.0025626,0.2431566,0.0
-0.003601,0.2488666,0.0
-0.0037958,0.2565228,0.0
-0.0023682,0.2669044,0.0
-0.0042496,0.2628814,0.0
-0.0028224,0.2543168,0.0
-0.0039902,0.247309,0.0
-0.0045094,0.2466604,0.0
-0.0024328,0.257561,0.0
-0.0036006,0.2621676,0.0
-0.0032764,0.2625568,0.0
-0.0010052,0.2565876,0.0
-0.0043796,0.2449082,0.0
-0.003406,0.2466602,0.0
-0.004769,0.251202,0.0
-0.0036656,0.261389,0.0
-0.002303,0.2670342,0.0
-0.0040552,0.2596374,0.0
-0.0026926,0.2549008,0.0
-0.002563,0.250099,0.0
-0.0034712,0.2481528,0.0
-0.0028224,0.2554198,0.0
-0.0047686,0.2611294,0.0
-0.0033414,0.266061,0.0
-0.003147,0.260935,0.0
-0.0047036,0.2524348,0.0
-0.0017842,0.251397,0.0
-0.003536,0.2497098,0.0
-0.0025628,0.2564578,0.0
-0.0026276,0.264244,0.0
-0.0049634,0.2641792,0.0
-0.0033412,0.2619732,0.0
-0.0037954,0.254641,0.0
-0.0032116,0.2488016,0.0
-0.0032114,0.2535382,0.0
-0.0038602,0.2584694,0.0
-0.0019136,0.2651526,0.0
-0.0030816,0.2637898,0.0
-0.0032116,0.256393,0.0
-0.0026274,0.2523052,0.0
-0.0048986,0.2499044,0.0
-0.003536,0.256328,0.0
-0.0034062,0.2649578,0.0
-0.0039252,0.265931,0.0
-0.0016544,0.2630762,0.0
-0.0032114,0.2525648,0.0
-0.0024978,0.247439,0.0
-0.0030168,0.2515914,0.0
-0.0043148,0.2588588,0.0
-0.0030816,0.2684614,0.0
-0.0047038,0.2663204,0.0
-0.003601,0.2595076,0.0
-0.002433,0.2532786,0.0
-0.0043146,0.2471144,0.0
-0.0024328,0.254771,0.0
-0.0032116,0.2629462,0.0
-0.003536,0.2668396,0.0
-0.002952,0.2682022,0.0
-0.0050932,0.2573014,0.0
-0.0036656,0.2527594,0.0
-0.0028224,0.253733,0.0
-0.0037956,0.2565878,0.0
-0.002498,0.2640494,0.0
-0.0034062,0.2652824,0.0
-0.003017,0.2624272,0.0
-0.0024328,0.2580802,0.0
-0.0048984,0.251332,0.0
-0.0033412,0.254122,0.0
-0.0039252,0.2599618,0.0
-0.003536,0.2658664,0.0
-0.0025628,0.2685912,0.0
-0.0042496,0.2596372,0.0
-0.0024328,0.2553548,0.0
-0.0020436,0.252954,0.0
-0.0041198,0.2554848,0.0
-0.0031468,0.2663204,0.0
-0.0053528,0.267748,0.0
-0.0036658,0.2652822,0.0
-0.002822,0.259832,0.0
-0.0041848,0.2533436,0.0
-0.0020438,0.25542,0.0
-0.0033412,0.2611944,0.0
-0.0023682,0.2680072,0.0
-0.0027572,0.272809,0.0
-0.0051582,0.2640492,0.0
-0.0032116,0.2589234,0.0
-0.003536,0.254836,0.0
-0.004055,0.2565226,0.0
-0.0020438,0.2669692,0.0
-0.0039252,0.2696946,0.0
-0.0023032,0.2695646,0.0
-0.0026926,0.2632062,0.0
-0.0039902,0.2552902,0.0
-0.0031466,0.2566526,0.0
-0.0049632,0.2608052,0.0
-0.0034062,0.2700188,0.0
-0.0030168,0.2744958,0.0
-0.0036658,0.2695648,0.0
-0.0021084,0.2649578,0.0
-0.0036656,0.2564578,0.0
-0.002887,0.2554846,0.0
-0.0029518,0.2661256,0.0
-0.0050282,0.2709922,0.0
-0.0037954,0.2752098,0.0
-0.003601,0.2709922,0.0
-0.0034062,0.2650876,0.0
-0.0020438,0.2627518,0.0
-0.0037954,0.2598968,0.0
-0.002368,0.2689158,0.0
-0.0026926,0.2755342,0.0
-0.0041198,0.2746258,0.0
-0.0037306,0.2717058,0.0
-0.0050282,0.263141,0.0
-0.0029518,0.2592478,0.0
-0.002433,0.2628816,0.0
-0.0037954,0.2690456,0.0
-0.0026924,0.2774156,0.0
-0.0032118,0.2731984,0.0
-0.0037304,0.2654768,0.0
-0.0032764,0.2617784,0.0
-0.0056124,0.2596374,0.0
-0.004023,0.264601,0.0
